subject,birthdate,deathdate,age_at_death,species,sex,social_environment,housing,diet,measurement,measurements,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49,y50,y51,y52,y53,y54,y55,y56,y57,y58,y59,y60,y61,y62,y63,y64,y65,y66,y67,y68,y69,y70
DL-em-41,1984-04-12,1995-12-24,11.70,Mongoose Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-43,1988-04-15,2019-02-08,30.81,Mongoose Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-5,1986-05-20,2015-12-14,29.57,Mongoose Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,6,,,,,,,,,1248,,,,,,,,55,,240,,58,46,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-6,1988-04-02,2001-01-10,12.77,Mongoose Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-7,1988-05-06,1998-11-30,10.57,Mongoose Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-em-8,1987-05-13,2014-10-04,27.39,Mongoose Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,8,,,,,,,,900,,,,,,,252,350,,,,50,,37,,320,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-1,1988-04-21,,,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,10,,,,,,,,630,531,,,,,,,,,,,40,297,,,1400,,0,,228,,258,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-10,1992-05-25,2006-12-15,14.56,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,3,,,0,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-11,1993-09-10,2010-04-29,16.64,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,6,,354,,267.5,,213,,,26,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-2,1990-03-01,2015-08-25,25.48,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,7,,,,0,426,110,,,,,,,,,,78,136,,,,,,,408,,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-3,1992-04-21,2005-07-09,13.22,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,2,,,,360,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-4,1994-06-03,2016-10-03,22.33,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,3,,272,,,,,,288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-5,1995-04-07,2015-06-16,20.19,Red-bellied Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,6,,,,,,,,,0,1,93,,,575,,97,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-6,1986-06-12,2015-09-08,29.24,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,9,,,,,,,,0,0,,,,0,,,,0,82,,114,,,166,,292,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-7,1988-04-21,,,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,4,,,,,,,97,152,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-8,1991-04-30,,,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,4,,,,,444,,,,,,115.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-er-9,1992-04-29,2018-08-17,26.30,Red-bellied Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,10,,,,630,,,,,,,1014,,104,0,135,,381,,315,,0,,,226,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-1,1980-05-18,2014-12-10,34.56,White-headed Brown Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,6,,,,,,,,,,,,,,96,696,808,,,,,,,,,,,172,,297,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-2,1988-07-11,2015-12-07,27.41,White-headed Brown Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,6,,,,,,,,,,,,,,,108,205,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-4,1982-05-29,2003-07-02,21.09,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,3,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-5,1983-06-02,2006-03-11,22.77,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,4,,,,,,,,,,,204,,24.5,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-6,1986-04-16,2015-03-30,28.96,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,6,,,,,,,,,,0,,,,,,,0,,52,,0,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fa-7,1987-05-07,,,White-headed Brown Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,2,,,,,,,100,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-11,1995-03-25,2019-08-19,24.40,Collared Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,3,,,,,,,,,,,,,,,228,,,97,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-13,1983-05-11,2004-05-04,20.98,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,2,,,,,,,,,,,,,,,,,,,,103,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-14,1985-03-27,2007-10-05,22.52,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,4,,,,,,,,0,,,0,,,,,,,82,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-15,1986-03-16,2011-05-14,25.16,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,11,,,,,,,344,,156,110,29.5,,,,,,462,,576,550,,,365,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-16,1987-03-25,,,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-17,1987-05-21,2011-03-28,23.85,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,8,,,,,,,,,,,848,,0,,1470,,,168,199,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-18,1988-04-14,2015-10-06,27.48,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,9,,,,,,,,170,,,,,,,420,75,0,,,283.5,128,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-19,1989-04-07,1994-01-28,4.81,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-2,1981-04-12,2005-11-20,24.61,Collared Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,6,,,,,,,,,,,,0,,,42,285,,,,,,424,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-20,1989-05-31,,,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,3,,,,,0,,90,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-21,1990-06-16,2010-07-02,20.04,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,9,,,,,0,92,,,,,,,280,127,,130,316,,,253.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-22,1991-04-30,2000-08-29,9.33,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,2,,,,,,,913,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-23,1991-05-09,,,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,6,,,560,,0,,,,,,,66,,,210,,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-24,1992-03-31,2020-11-18,28.63,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,4,,,,208,,,,,,,102,,,0,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-25,1993-05-31,,,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,7,,,,,,,,,,0,,528,,186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-26,1994-04-16,,,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,3,,,,,,,,,,225,,136,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-27,1993-07-25,2020-08-22,27.08,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,13,,0,,288,,420,0,0,,0,,81,,0,0,,776.5,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-28,1983-04-19,2008-06-07,25.13,Collared Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,5,,,,,,,,,,376,70,,,,,,,,80,,,,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-29,1992-03-31,,,Collared Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,3,,,504,0,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-30,1980-06-29,1998-08-02,18.09,Collared Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,2,,,,,,,,,,,,300,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-4,1985-04-08,2014-03-05,28.91,Collared Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,10,,,,,,,,,1428,,469,,,,,,,1364,,168,395,135,258,,267,208,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-5,1987-03-23,2015-02-14,27.89,Collared Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,4,,,,,,236,0,,72,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-6,1987-03-25,,,Collared Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,8,,,,,,,,,,,,,,,,,,0,84,,,258,,,,0,,399,154.5,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-7,1988-03-18,,,Collared Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,10,,,,,191,708,,33,,,,,,,68,,168,210,,,72,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-8,1989-04-18,2014-11-24,25.60,Collared Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,6,,,,,,,,,462,,,,707,,,,380,,696,,,,260,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fc-9,1990-04-02,2007-10-23,17.56,Collared Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,5,,,,,70,511.5,,,,,,,,,104,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ff-1,1984-03-31,2014-01-22,29.81,Common Brown Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,6,,,,,,,,,220,,,,,,,,,,192,83,,114,146,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-ff-2,1985-05-14,2004-02-16,18.76,Common Brown Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,2,,,,,,,,102,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-12,1995-03-24,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,8,,,,,,,,,,0,,106,,231,,186,,,,,411,421.5,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-13,1996-03-26,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,4,,,,,,0,,0,,,330,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-15,1983-03-03,2013-06-21,30.30,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,2,,,,,,,,,,,,,,,,,,,,,,,,,,,196,,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-16,1986-03-30,2006-07-10,20.28,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,10,,,,,,,,0,,69,,,,,,,318,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-17,1987-03-18,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,3,,,,,,,58,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-18,1987-04-30,2006-10-21,19.47,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,5,,,,,,,,468,189,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-19,1989-03-19,2002-12-10,13.73,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-20,1989-04-19,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,9,,,,,,90,144,,,,,,,0,,360,,340,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-21,1990-03-19,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,2,,,,80,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-22,1991-03-11,2003-09-07,12.49,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-23,1992-03-01,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,7,,288,,198,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-24,1993-03-14,2017-08-09,24.40,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,8,,691.5,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-25,1995-03-15,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-27,1983-04-22,,,Red-fronted Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,,,,,,,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-4,1986-03-19,2019-08-06,33.38,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-5,1991-03-12,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,9,,,0,,159,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-6,1992-03-08,2015-02-05,22.91,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,3,,,,,,,,,,0,,,,,960,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-7,1994-02-22,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,8,78,910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-fr-8,1994-04-07,,,Red-fronted Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,10,748,192,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-1,1986-04-30,2009-09-14,23.37,Sanford's Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,5,,,,,,,,,,200,,,,,,,0,112,,639,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-10,1991-04-22,2020-05-13,29.06,Sanford's Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,5,,,,,0,,,,,,102,,385,,366,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-11,1993-05-12,2007-11-18,14.52,Sanford's Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,5,,245,37,,,,,,,0,0,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-2,1987-05-02,2007-12-03,20.59,Sanford's Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-3,1988-04-07,2011-03-25,22.97,Sanford's Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,4,,,,,,,,200,,,,,,,0,,,141,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-5,1990-05-17,2012-03-23,21.85,Sanford's Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,5,,,,,0,,,,,,,216,,420,,188,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-6,1992-06-30,2013-02-28,20.66,Sanford's Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,5,,,148,,,,,,,,0,0,272,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-7,1985-11-29,2007-10-03,21.84,Sanford's Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,4,,,,,,,,,,729,,,,,,,98,,,60,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-8,1989-05-18,2006-09-15,17.33,Sanford's Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,5,,,,,,0,644,,,0,,,,184,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-FS-9,1990-07-02,,,Sanford's Lemur,Male,Mixed,Mixed,Chow,Eosinophils-Abs,2,,,,,110,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-1,1975-06-23,1998-11-09,23.38,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-10,1995-05-06,,,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,12,,,,,,,63,,,,,144,170,102,,52,,192.6,71,,162,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL-gg-11,1995-05-09,2011-08-01,16.23,Eastern Lesser Bamboo Lemur,Female,Mixed,Mixed,Chow,Eosinophils-Abs,2,,,,,,,,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
