"","species","age","mean_value_Basophils-Abs","mean_value_Body Weight","mean_value_Eosinophils-Abs","mean_value_Lymphocytes-Abs","mean_value_Monocytes-Abs","mean_value_Neutrophil-Seg-Abs","mean_value_Red Blood Cells","mean_value_White Blood Cells","n_ind_Basophils-Abs","n_ind_Body Weight","n_ind_Eosinophils-Abs","n_ind_Lymphocytes-Abs","n_ind_Monocytes-Abs","n_ind_Neutrophil-Seg-Abs","n_ind_Red Blood Cells","n_ind_White Blood Cells"
"1","Aye-aye","y0",35.5,0.58995,32.5,6225.91666666667,177.833333333333,2280.5,6.84833333333333,9.575,6,28,6,6,6,6,6,6
"2","Aye-aye","y1",0,1.90625,137.178571428571,7385.94047619048,425.833333333333,3602.84523809524,7.30758928571429,11.6321428571429,10,26,10,10,10,10,11,10
"3","Aye-aye","y10",0,2.68125,67.25,4630.25,647.875,5802.125,7.36125,11.70625,5,14,5,5,5,5,5,5
"4","Aye-aye","y11",0,2.70646428571429,0,7350,300,7350,6.55,15,1,12,1,1,1,1,1,1
"5","Aye-aye","y12",0,2.72008333333333,95.5,3912,502.5,8115,7.295,12.625,4,11,4,4,4,4,4,4
"6","Aye-aye","y13",7.53333333333333,2.73275,82.8666666666667,3698,634.916666666667,3463.01666666667,7.11166666666667,7.91666666666667,4,11,4,4,4,4,4,4
"7","Aye-aye","y14",0,2.67254761904762,180,3517.5,367.5,8185,6.52,10.6666666666667,2,10,2,2,2,2,4,4
"8","Aye-aye","y15",35.1,2.67095238095238,143.25,6487.05,125.7,4608.9,7.09,11.4,2,10,2,2,2,2,2,2
"9","Aye-aye","y16",0,2.70729166666667,128,5248,1280,6144,6.78,11.9,1,9,1,1,1,1,2,2
"10","Aye-aye","y17",0,2.76366666666667,131,6026,655,6288,7.6,13.3,1,8,1,1,1,1,2,2
"11","Aye-aye","y18",0,2.73145833333333,127,5334,381,6858,7.37,12.8,1,7,1,1,1,1,2,2
"12","Aye-aye","y19",0,2.746875,0,1716,660,4224,7.15,6.6,1,7,1,1,1,1,1,1
"13","Aye-aye","y2",11.7142857142857,2.26442307692308,93.8928571428571,6289.85714285714,481.214285714286,4874.53571428571,7.18333333333333,11.8071428571429,10,26,10,10,10,10,10,10
"14","Aye-aye","y20",0,2.79125,140,6226,734,6900,7.385,14,1,4,1,1,1,1,1,1
"15","Aye-aye","y21",0,2.7775,99,2794.37,666,7040.51,7.135,10.685,3,4,3,3,3,3,3,3
"16","Aye-aye","y22",0,2.74875,446.5,6116,124,5713.5,7.165,12.4,1,4,1,1,1,1,1,1
"17","Aye-aye","y23",NA,3.04,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"18","Aye-aye","y24",NA,3.095,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"19","Aye-aye","y25",NA,3.084,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"20","Aye-aye","y26",NA,3.357,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"21","Aye-aye","y3",39.1666666666667,2.42538461538462,91.4666666666667,6567.45,585.65,4402.43333333333,7.17816666666667,11.7183333333333,11,26,11,11,11,11,11,11
"22","Aye-aye","y4",0,2.50327884615385,68.5,4435.5,526.75,4419.25,7.38,9.45,2,25,2,2,2,2,2,2
"23","Aye-aye","y5",6.42857142857143,2.58135737179487,41.75,6761.67857142857,624.642857142857,5506.35714285714,7.59892857142857,13.1785714285714,9,25,9,9,9,9,9,9
"24","Aye-aye","y6",37.5,2.65088636363636,155.875,4826.54166666667,417.25,3879.5,7.11375,9.31666666666667,7,23,7,7,7,7,7,7
"25","Aye-aye","y7",7.7,2.68297272727273,17.9666666666667,4408.33333333333,785,5614.33333333333,6.62,10.8333333333333,3,21,3,3,3,3,3,3
"26","Aye-aye","y8",7.9,2.731875,216.65,5162.75,486.166666666667,5004.86666666667,7.247,10.8783333333333,8,18,8,8,8,8,7,8
"27","Aye-aye","y9",56.5,2.72208928571429,0,6295,952.5,5746,7.07,13.05,2,15,2,2,2,2,2,2
"28","Black and White Ruffed Lemur","y0",54.3333333333333,1.33826259569378,0,2785.66666666667,919.666666666667,8873.66666666667,8.32333333333333,12.6333333333333,3,93,3,3,3,3,3,3
"29","Black and White Ruffed Lemur","y1",26,2.98345592948718,76,4143,200.333333333333,3088,9.25,8.5,3,63,3,3,3,3,3,4
"30","Black and White Ruffed Lemur","y10",0,3.85838541666667,549,2135,122,3294,9.44,6.1,1,29,1,1,1,1,1,1
"31","Black and White Ruffed Lemur","y11",0,3.771575,172.833333333333,3850,550.666666666667,4343.16666666667,8.865,8.91666666666667,4,31,4,4,4,4,4,4
"32","Black and White Ruffed Lemur","y12",0,3.72531666666667,656,6888,1640,7216,9.82,16.4,1,28,1,1,1,1,1,1
"33","Black and White Ruffed Lemur","y13",NA,3.88721515151515,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA
"34","Black and White Ruffed Lemur","y14",NA,3.745625,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA
"35","Black and White Ruffed Lemur","y15",0,3.729071875,160,4408,496,5336,7.615,10.4,2,26,2,2,2,2,2,2
"36","Black and White Ruffed Lemur","y16",0,3.60671590909091,239.75,5166.25,651.25,4821.25,9.225,10.9,4,21,4,4,4,4,4,4
"37","Black and White Ruffed Lemur","y17",0,3.64969090909091,49.875,4090.25,209.125,2950,9.635,7.3125,3,21,3,3,3,3,3,3
"38","Black and White Ruffed Lemur","y18",0,3.77409375,498,4814,498,10790,8.41,16.6,1,16,1,1,1,1,1,1
"39","Black and White Ruffed Lemur","y19",NA,3.63397857142857,NA,NA,NA,NA,11,6.9,NA,17,NA,NA,NA,NA,1,1
"40","Black and White Ruffed Lemur","y2",0,3.33000694444444,0,6860,0,2940,9.41,12.85,1,51,1,1,1,1,1,1
"41","Black and White Ruffed Lemur","y20",0,3.75596527777778,492,4182,738,6888,8.28,12.3,1,17,1,1,1,1,1,1
"42","Black and White Ruffed Lemur","y21",0,3.81332386363636,310,3367.25,346.75,6951,9.695,10.975,2,19,2,2,2,2,2,2
"43","Black and White Ruffed Lemur","y22",0,3.71760416666667,63,3039,308.5,2239.5,9.135,5.65,2,17,2,2,2,2,2,2
"44","Black and White Ruffed Lemur","y23",0,3.56268253968254,78,2333,172,3667,9.72,6.25,2,16,2,2,2,2,2,2
"45","Black and White Ruffed Lemur","y24",0,3.63130555555556,84,3108,252,4956,9.67,8.4,1,15,1,1,1,1,1,1
"46","Black and White Ruffed Lemur","y25",0,3.76921875,75.5,2473.5,263.5,4737.5,8.75,7.55,2,12,2,2,2,2,2,2
"47","Black and White Ruffed Lemur","y26",0,3.6254,242,2364,320,3274,9.695,6.2,2,8,2,2,2,2,2,2
"48","Black and White Ruffed Lemur","y27",0,3.791875,284,3337,284,3195,7.515,8.05,1,12,1,1,1,1,2,2
"49","Black and White Ruffed Lemur","y28",0,3.77566666666667,116,1740,116,3828,9.56,5.8,1,8,1,1,1,1,1,1
"50","Black and White Ruffed Lemur","y29",NA,3.48941666666667,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"51","Black and White Ruffed Lemur","y3",0,3.52867592592593,42.625,4130.25,585.125,5917,9.67166666666667,10.7166666666667,3,42,3,3,3,3,4,4
"52","Black and White Ruffed Lemur","y30",0,3.421125,264,4158,132,2046,6.86,6.6,1,5,1,1,1,1,1,1
"53","Black and White Ruffed Lemur","y31",NA,3.18975,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"54","Black and White Ruffed Lemur","y32",0,3.18,96,2508,158,4388,8.64,7.15,1,3,1,1,1,1,1,1
"55","Black and White Ruffed Lemur","y33",NA,3.74,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"56","Black and White Ruffed Lemur","y4",NA,3.48318386243386,NA,NA,NA,NA,10.09,11.1,NA,41,NA,NA,NA,NA,1,1
"57","Black and White Ruffed Lemur","y5",0,3.36241220238095,332,4666.5,93.45,3256,9.6375,8.35,2,38,2,2,2,2,2,2
"58","Black and White Ruffed Lemur","y6",0,3.58222916666667,82,5696,222,5700,10.435,10.875,2,32,2,2,2,2,2,2
"59","Black and White Ruffed Lemur","y7",0,3.59440535714286,11.4,2200.2,96.9,3391.5,9.9,5.7,1,34,1,1,1,1,1,1
"60","Black and White Ruffed Lemur","y8",NA,3.6937125,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA
"61","Black and White Ruffed Lemur","y9",0,3.74909817813765,42.9,2747.5,95.75,4238.85,9.8,7.7,3,32,3,3,3,3,4,4
"62","Blue-eyed Black Lemur","y0",11.25,0.726499022988506,387,3317.5,214.75,4794.5,9.1125,8.725,6,59,6,6,6,6,6,6
"63","Blue-eyed Black Lemur","y1",0,2.07198686594203,162.4,3988.4,166.1,3608.5,9.245,7.53,5,47,5,5,6,6,6,6
"64","Blue-eyed Black Lemur","y10",21.75,2.64673262032086,186.625,3508.375,261.3125,3003.1875,7.83875,6.98125,6,28,6,6,6,6,6,6
"65","Blue-eyed Black Lemur","y11",0,2.71578055555556,201.125,3321.625,242.625,4234.625,8.1425,8,8,28,8,8,8,8,8,8
"66","Blue-eyed Black Lemur","y12",12.25,2.73215454545455,244,3314.91666666667,250.583333333333,2578.25,7.1325,6.4,6,26,6,6,6,6,6,6
"67","Blue-eyed Black Lemur","y13",13.7,2.577059375,429.3,3788.5,484,3834.5,7.2675,8.55,6,26,6,6,6,6,5,6
"68","Blue-eyed Black Lemur","y14",0,2.59672483660131,232.666666666667,2811.83333333333,152.666666666667,2592.33333333333,7.067,6.535,4,26,4,4,4,4,7,7
"69","Blue-eyed Black Lemur","y15",0,2.53512647058824,377,3435.33333333333,247.333333333333,3507,6.93,7.56666666666667,3,26,3,3,3,3,3,3
"70","Blue-eyed Black Lemur","y16",22.7,2.55477083333333,256.7,3578.15,422.2,2905.25,7.16833333333333,7.185,4,25,4,4,4,4,4,4
"71","Blue-eyed Black Lemur","y17",0,2.5385775,111.666666666667,4292.66666666667,350.583333333333,3448.58333333333,7.39833333333333,8.225,4,23,4,4,4,4,4,4
"72","Blue-eyed Black Lemur","y18",20.5,2.52442857142857,573.5,2519,329,4158,8.0175,7.6,3,21,3,3,3,3,3,3
"73","Blue-eyed Black Lemur","y19",0,2.58223076923077,172,2494,516,5418,6.24,8.6,1,18,1,1,1,1,1,1
"74","Blue-eyed Black Lemur","y2",5.6875,2.29168571428571,376.1875,4601.4375,480.125,4524.0625,7.9175,9.9875,5,41,5,5,5,5,5,5
"75","Blue-eyed Black Lemur","y20",11.8,2.6121,229.6,3021.5,320.975,3011.175,8.77,6.6275,3,15,3,3,3,3,3,3
"76","Blue-eyed Black Lemur","y21",0,2.67425,325.625,2457.625,317.25,4505.5,7.40625,7.6375,3,12,3,3,3,3,3,3
"77","Blue-eyed Black Lemur","y22",0,2.64741666666667,78,2788.5,154,3529.5,8.66,6.55,2,11,2,2,2,2,1,2
"78","Blue-eyed Black Lemur","y23",0,2.69333333333333,392.5,2630.5,338.5,4488.5,9.28,7.85,2,8,2,2,2,2,2,2
"79","Blue-eyed Black Lemur","y24",0,2.71916666666667,480.5,2817.375,222.25,2517.375,7.36125,6.0375,3,5,3,3,3,3,3,3
"80","Blue-eyed Black Lemur","y25",0,2.53125,221.875,2572,175.125,3093.5,8.7575,6.0625,3,5,3,3,3,3,3,3
"81","Blue-eyed Black Lemur","y26",0,2.465,345,1656,138,4761,8.7,6.9,1,4,1,1,1,1,1,1
"82","Blue-eyed Black Lemur","y27",NA,2.4475,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"83","Blue-eyed Black Lemur","y28",NA,2.6225,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"84","Blue-eyed Black Lemur","y29",NA,2.56,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"85","Blue-eyed Black Lemur","y3",9.4,2.36001428571429,312.8,6519.2,99.6,3729,8.121,8.445,6,41,6,6,6,6,7,7
"86","Blue-eyed Black Lemur","y30",NA,2.52,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"87","Blue-eyed Black Lemur","y4",11.3,2.47239285714286,360.9,3604.65,129.55,4628.6,8.519,8.735,7,36,7,7,7,7,7,7
"88","Blue-eyed Black Lemur","y5",5.33333333333333,2.51259210526316,215.416666666667,3962.75,265.083333333333,4018.08333333333,8.248125,8.44375,5,33,5,5,5,5,6,6
"89","Blue-eyed Black Lemur","y6",12.75,2.60551785714286,320.5,3038,399.6875,5697.8125,7.59375,9.46875,6,32,6,6,6,6,6,6
"90","Blue-eyed Black Lemur","y7",7.16666666666667,2.63726315789474,211.583333333333,3770.04166666667,330.229166666667,3524.72916666667,8.54458333333333,7.84375,7,31,7,7,7,7,7,7
"91","Blue-eyed Black Lemur","y8",0,2.70365,476.3125,4092.4375,243.4125,4284.9625,8.3325,9.085,8,31,8,8,8,8,8,8
"92","Blue-eyed Black Lemur","y9",0,2.59263888888889,216.5,3279.08333333333,279.25,2766.83333333333,8.255,7.95,5,30,5,5,5,5,6,6
"93","Collared Lemur","y0",NA,0.938127232142857,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA
"94","Collared Lemur","y1",0,2.13647140522876,0,5610,340,2550,8.61,8.5,1,35,1,1,1,1,1,1
"95","Collared Lemur","y10",21.0625,2.51775,257.1875,3884.625,312.3125,4004.5625,8.0235,8.68,6,28,6,6,6,6,7,7
"96","Collared Lemur","y11",30.6,2.41065476190476,111.1,3050.7,115.9,2309,6.851,5.62,6,29,6,6,6,6,6,6
"97","Collared Lemur","y12",0,2.44111904761905,246.75,4010.25,470.5,6422.5,8.285,9.03333333333333,4,26,4,4,4,4,6,6
"98","Collared Lemur","y13",10,2.50520476190476,148.666666666667,2418.33333333333,262.333333333333,5594,7.56333333333333,8.43333333333333,6,29,6,6,6,6,6,6
"99","Collared Lemur","y14",4.41666666666667,2.43755769230769,245.75,3482.41666666667,357.333333333333,4376.75,7.57625,8.46666666666667,10,26,10,10,10,10,10,10
"100","Collared Lemur","y15",47.5,2.46160714285714,193.75,3592.5,497.5,5668.75,7.835,10,3,26,3,3,3,3,3,3
"101","Collared Lemur","y16",0,2.45100769230769,281.2,3106.25,314.016666666667,4581.86666666667,6.963,8.28333333333333,8,28,8,8,8,8,8,8
"102","Collared Lemur","y17",0,2.459375,285.875,4655.79166666667,384.291666666667,5582.375,7.08604166666667,10.9083333333333,7,27,7,7,7,7,7,7
"103","Collared Lemur","y18",0,2.40347222222222,313.125,3995.75,489.375,6251.75,6.73,11.05,6,21,6,6,6,6,6,6
"104","Collared Lemur","y19",0,2.38127083333333,232.75,2153.25,323.75,5515.25,7.473125,8.225,5,22,5,5,5,5,5,5
"105","Collared Lemur","y2",0,2.27779411764706,532,4207,224,4837,8.375,9.8,2,34,2,2,2,2,2,2
"106","Collared Lemur","y20",0,2.45052777777778,252.416666666667,3008.91666666667,398.666666666667,4365,7.165,8.91666666666667,5,20,5,5,5,5,6,6
"107","Collared Lemur","y21",0,2.43815972222222,265.5,3367,199.25,5568.25,7.825,9.4,4,17,4,4,4,4,4,4
"108","Collared Lemur","y22",0,2.41588888888889,274.416666666667,4105.75,227.666666666667,5275.5,6.69916666666667,9.90833333333333,5,18,5,5,5,5,5,5
"109","Collared Lemur","y23",0,2.42107142857143,108.75,3417.75,270.25,3803.25,6.75,7.6,3,15,3,3,3,3,3,3
"110","Collared Lemur","y24",0,2.48579464285714,96.75,3258,136.25,4404,6.15,7.925,3,15,3,3,3,3,3,3
"111","Collared Lemur","y25",0,2.35995833333333,104,4260,453.5,6332.5,7.675,11.15,2,14,2,2,2,2,2,2
"112","Collared Lemur","y26",NA,2.36782142857143,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"113","Collared Lemur","y27",0,2.34513333333333,399,7980,798,4123,7.99,13.3,1,11,1,1,1,1,1,1
"114","Collared Lemur","y28",0,2.32429166666667,111.25,3440.5,230.75,4767.5,7.43,8.55,2,7,2,2,2,2,2,2
"115","Collared Lemur","y29",NA,2.32666666666667,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"116","Collared Lemur","y3",13,2.34367716165414,124,4694,181,1388,8.7325,6.4,3,33,3,3,3,3,3,3
"117","Collared Lemur","y30",0,2.36333333333333,194,2522,97,6887,7.54,9.7,1,4,1,1,1,1,1,1
"118","Collared Lemur","y31",NA,2.24833333333333,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"119","Collared Lemur","y32",NA,2.3475,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"120","Collared Lemur","y33",NA,2.1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"121","Collared Lemur","y34",NA,2.28,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"122","Collared Lemur","y4",0,2.4184375,221.5,5103.16666666667,200.25,5483.41666666667,7.8985,10.5333333333333,7,32,7,7,7,7,8,8
"123","Collared Lemur","y5",7.58333333333333,2.50337723214286,486.583333333333,4386,198.5,4029.66666666667,7.705,9.10833333333333,6,30,6,6,6,6,6,6
"124","Collared Lemur","y6",10.75,2.55040918803419,168.375,5771,114.75,2192.25,7.9025,8.2625,5,31,5,5,5,5,5,5
"125","Collared Lemur","y7",0,2.47845,84.75,3872.75,102,1803,8.57875,5.8625,5,30,5,5,5,5,5,5
"126","Collared Lemur","y8",19.5,2.513671875,366,3371.83333333333,119.333333333333,2840,8.28,6.3375,5,32,5,5,5,5,6,6
"127","Collared Lemur","y9",0,2.60682083333333,229.875,2956.625,92.5,2739.875,7.07125,6.05,5,27,5,5,5,5,5,5
"128","Common Black Lemur","y0",NA,0.911723214285714,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA
"129","Common Black Lemur","y1",NA,2.20813461538462,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA
"130","Common Black Lemur","y10",0,2.59635416666667,70.5,3587,211.5,3181,7.97,7.05,2,20,2,2,2,2,2,2
"131","Common Black Lemur","y11",0,2.55380555555556,287.333333333333,2826.66666666667,312,4040.66666666667,8.415,7.03333333333333,3,15,3,3,3,3,3,3
"132","Common Black Lemur","y12",0,2.68332638888889,140,2800,210,3850,7.73,7,1,17,1,1,1,1,1,1
"133","Common Black Lemur","y13",100,2.42983333333333,200,5000,500,4200,8.17,10,1,15,1,1,1,1,1,1
"134","Common Black Lemur","y14",50,2.5403125,34.3333333333333,3081.33333333333,203,4214.66666666667,8.53833333333333,7.58333333333333,4,14,4,4,4,4,4,4
"135","Common Black Lemur","y15",42,2.49975,36,2649,171,2802,8.11,5.7,2,15,2,2,2,2,1,2
"136","Common Black Lemur","y16",0,2.46561111111111,157.5,3441,429,4822.5,7.18166666666667,8.85,4,13,4,4,4,4,3,4
"137","Common Black Lemur","y17",0,2.54392857142857,140,1960,350,4550,9.04,7,1,15,1,1,1,1,1,1
"138","Common Black Lemur","y18",32,2.41291666666667,62.75,2399.75,280.25,4725.25,8,7.5,3,12,3,3,3,3,3,3
"139","Common Black Lemur","y19",0,2.46064285714286,88.75,2486,363.5,5936.75,8.845,8.875,3,12,3,3,3,3,3,3
"140","Common Black Lemur","y2",0,2.47783928571429,228,684,228,6460,6.87,7.6,1,26,1,1,1,1,1,1
"141","Common Black Lemur","y20",0,2.45791666666667,93.5,2728.5,275.5,3052.5,8.28,6.15,2,10,2,2,2,2,2,2
"142","Common Black Lemur","y21",20,2.34583333333333,143,1690.5,257.5,3039,6.19,5.15,2,9,2,2,2,2,2,2
"143","Common Black Lemur","y22",0,2.376,194.5,2894,250.75,3598.25,7.095,6.9375,3,8,3,3,3,3,3,3
"144","Common Black Lemur","y23",0,2.29541666666667,207,3065,148,3680,6.715,7.1,2,7,2,2,2,2,2,2
"145","Common Black Lemur","y24",NA,2.30916666666667,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"146","Common Black Lemur","y25",0,2.35375,232.25,2110.75,186,3521,6.89,6.05,3,3,3,3,3,3,3,3
"147","Common Black Lemur","y26",NA,2.275,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"148","Common Black Lemur","y27",0,2.36,214,4815,214,5457,7.34,10.7,1,3,1,1,1,1,1,1
"149","Common Black Lemur","y28",0,2.35875,162,1350,216,3672,7.03,5.4,1,3,1,1,1,1,1,1
"150","Common Black Lemur","y29",NA,2.3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"151","Common Black Lemur","y3",NA,2.45716666666667,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA
"152","Common Black Lemur","y30",NA,2.3375,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"153","Common Black Lemur","y31",NA,2.38,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"154","Common Black Lemur","y32",NA,2.42,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"155","Common Black Lemur","y33",NA,2.515,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"156","Common Black Lemur","y34",NA,2.545,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"157","Common Black Lemur","y4",0,2.57699393939394,176,2640,264,5720,9.21,8.8,1,26,1,1,1,1,1,1
"158","Common Black Lemur","y5",38.5,2.60425961538462,129,3933.25,294.5,4254.75,8.42,8.65,4,25,4,4,4,4,4,4
"159","Common Black Lemur","y6",0,2.51200213675214,98,3170,85.5,3046.5,8.615,6.4,3,22,3,3,3,3,3,3
